About,Director,Writers,category,duration,movie_type,number_of_vote,rating,recommendation,title
"
                    Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.
            ",Steven Spielberg,Robert Rodat,Drama,"
                        2h 49min
                    ",Movie,"1,186,882",8.6,"The Green Mile,Gladiator,Forrest Gump,Se7en,The Silence of the Lambs,Fight Club,Schindler's List,The Lord of the Rings: The Return of the King,Pulp Fiction,The Lord of the Rings: The Two Towers,The Matrix,The Lord of the Rings: The Fellowship of the Ring",Saving Private Ryan 
"
                    An exploratory ship from Earth faces intergalactic challenges 400 years in the future.
            ",Seth MacFarlane,"Seth MacFarlane,Adrianne Palicki,Penny Johnson Jerald,See full cast & crew",Adventure,"
                        44min
                    ",Serie,"55,436",8.0,"Star Trek: Discovery,Star Trek: Deep Space Nine,Star Trek: Voyager,Star Trek: The Next Generation,Star Trek: Enterprise,Star Trek: Picard,Future Man,Star Trek: The Original Series,Stargate: Atlantis,Stargate SG-1,Agents of S.H.I.E.L.D.,Stargate Universe",The Orville             
"
                    The life and adventures of the Ingalls family in the nineteenth century American Midwest.
            ",Blanche Hanalis,"Melissa Gilbert,Michael Landon,Karen Grassle,See full cast & crew",Drama,"
                        1h
                    ",Serie,"15,837",7.4,"Little House: Look Back to Yesterday,Little House: Bless All the Dear Children,The Waltons,Dr. Quinn, Medicine Woman,Happy Days,Little House Years,Bewitched,Eight Is Enough,Diff'rent Strokes,The Cosby Show,The Brady Bunch,The Andy Griffith Show",Little House on the Prairie             
"
                    The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.
            ",Steven S. DeKnight,"Andy Whitfield,Lucy Lawless,Manu Bennett,See full cast & crew",Action,"
                        55min
                    ",Serie,"215,689",8.5,"Spartacus: Gods of the Arena,Rome,Vikings,The Punisher,Dexter,Narcos,Sons of Anarchy,Daredevil,Black Sails,Hannibal,True Detective,Prison Break",Spartacus             
"
                    Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.
            ",David Fincher,Andrew Kevin Walker,Crime,"
                        2h 7min
                    ",Movie,"1,381,236",8.6,"Fight Club,The Silence of the Lambs,Pulp Fiction,Inception,The Matrix,The Dark Knight,Forrest Gump,Saving Private Ryan,The Green Mile,Léon: The Professional,The Prestige,Interstellar",Se7en 
"
                    On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.
            ",Céline Sciamma,Céline Sciamma,Drama,"
                        2h 2min
                    ",Movie,"38,736",8.1,"The Handmaiden,Little Women,Moonlight,Lady Bird,Blue Is the Warmest Colour,Ace in the Hole,The Lighthouse,Winter Sleep,Pain and Glory,Girlhood,Call Me by Your Name,Tomboy",Portrait of a Lady on Fire 
"
                    In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.
            ",Brian De Palma,Oliver Stone,Crime,"
                        2h 50min
                    ",Movie,"710,298",8.3,"Taxi Driver,Reservoir Dogs,Goodfellas,The Wolf of Wall Street,Léon: The Professional,Casino,The Godfather: Part II,Pulp Fiction,Django Unchained,Inglourious Basterds,A Clockwork Orange,American History X",Scarface 
"
                    An ex-CIA agent and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes. However, the details of the crimes--including the civilians' roles--are left a mystery.
            ",Jonathan Nolan,"Jim Caviezel,Taraji P. Henson,Kevin Chapman,See full cast & crew",Action,"
                        43min
                    ",Serie,"158,616",8.4,"Fringe,The Mentalist,Lie to Me,Elementary,White Collar,Castle,Lost,Chuck,24,Numb3rs,Burn Notice,Heroes",Person of Interest             
"
                    An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.
            ",Jeff Davis,"Tyler Posey,Holland Roden,Dylan O'Brien,See full cast & crew",Action,"
                        41min
                    ",Serie,"120,847",7.6,"The Vampire Diaries,The Originals,Shadowhunters,Pretty Little Liars,Legacies,Gossip Girl,Riverdale,Chilling Adventures of Sabrina,Lucifer,13 Reasons Why,Once Upon a Time,The Secret Circle",Teen Wolf             
"
                    This spinoff of the critically acclaimed show Grey's Anatomy follows the lives of the men and women of firehouse station 19 in Seattle, Washington.
            ",Stacy McKee,"Jaina Lee Ortiz,Jason George,Grey Damon,See full cast & crew",Action,"
                        1h
                    ",Serie,"6,774",6.5,"9-1-1,The Resident,Chicago Med,New Amsterdam,9-1-1: Lone Star,Chicago Fire,FBI,Chicago P.D.,S.W.A.T.,Grey's Anatomy,For The People,The Rookie",Station 19             
"
                    Kyle and Swin live by the orders of an Arkansas-based drug kingpin named Frog, whom they've never met. But when a deal goes horribly wrong, the consequences are deadly.
            ",Clark Duke,"Andrew Boonkrong,Clark Duke",Crime,"
                        1h 57min
                    ",Movie,"2,401",5.9,"The Assistant,The Lodge,Fantasy Island,Bad Education,Bloodshot,Dangerous Lies,Code 8,Bad Boys for Life,Capone,The Wretched,All Day and a Night,Greed",Arkansas 
"
                    Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.
            ",Sean McNamara,"Sean McNamara,Deborah Schwartz,12 more credits",Biography,"
                        1h 52min
                    ",Movie,"44,054",7.0,"Dolphin Tale,Bridge to Terabithia,My Sister's Keeper,We Bought a Zoo,Because of Winn-Dixie,Dolphin Tale 2,Marley & Me,Heaven Is for Real,The Parent Trap,The Game Plan,Miracles from Heaven,Freaky Friday",Soul Surfer 
"
                    Follows a crime (usually a murder), usually adapted from current headlines, from two separate vantage points, the police investigation and the prosecution in court.
            ",Dick Wolf,"Jerry Orbach,Jesse L. Martin,Dennis Farina,See full cast & crew",Crime,"
                        45min
                    ",Serie,"30,573",7.7,"Law & Order: Criminal Intent,Law & Order: Special Victims Unit,CSI: Crime Scene Investigation,CSI: NY,Without a Trace,CSI: Miami,Cold Case,Numb3rs,NYPD Blue,NCIS,NCIS: Los Angeles,Bones",Law & Order             
"
                    An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.
            ",Mark Frost,"Kyle MacLachlan,Michael Ontkean,Mädchen Amick,See full cast & crew",Crime,"
                        47min
                    ",Serie,"166,141",8.8,"Twin Peaks,Twin Peaks: Fire Walk with Me,Twin Peaks: The Missing Pieces,Blue Velvet,The X-Files,Eraserhead,True Detective,Wild at Heart,Mulholland Drive,Monty Python's Flying Circus,The Twilight Zone,Fargo",Twin Peaks             
"
                    An insomniac office worker and a devil-may-care soapmaker form an underground fight club that evolves into something much, much more.
            ",David Fincher,"Chuck Palahniuk,Jim Uhls",Drama,"
                        2h 19min
                    ",Movie,"1,784,994",8.8,"Pulp Fiction,Se7en,Inception,Forrest Gump,The Dark Knight,The Matrix,The Shawshank Redemption,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Fellowship of the Ring,Interstellar,The Silence of the Lambs,The Green Mile",Fight Club 
"
                    A young woman discovers she has the ability to hear the innermost thoughts of people around her as songs and musical numbers.
            ",Austin Winsberg,"Jane Levy,Skylar Astin,Alex Newell,See full cast & crew",Comedy,"
                        1h
                    ",Serie,"6,494",8.1,"Upload,Never Have I Ever,Outmatched,Suburgatory,Normal People,Single Parents,Little Fires Everywhere,Hollywood,Perfect Harmony,The Rookie,9-1-1: Lone Star,The Baker and the Beauty",Zoey's Extraordinary Playlist             
"
                    A young NASA JPL scientist is abducted by extraterrestrials but when no one believes his story he becomes obsessed with finding proof which leads him on a journey of discovery.
            ",Eric Demeusy,"Eric Demeusy,Eric Demeusy,1 more credit",Drama,"
                        1h 59min
                    ",Movie,576,4.5,"Blood and Money,Body Cam,Liberation,Castle in the Ground,Last Moment of Clarity,The Voices,Killbird,Rev,Working Man,Edge of Extinction,Between Men and the Gods,She Never Died",Proximity 
"
                    A young Clark Kent struggles to find his place in the world as he learns to harness his alien powers for good and deals with the typical troubles of teenage life in Smallville, Kansas.
            ",Alfred Gough,"Tom Welling,Michael Rosenbaum,Allison Mack,See full cast & crew",Adventure,"
                        1h
                    ",Serie,"113,127",7.4,"Lois & Clark: The New Adventures of Superman,Heroes,Charmed,Buffy the Vampire Slayer,Xena: Warrior Princess,Hercules: The Legendary Journeys,Angel,Roswell,Dark Angel,Supergirl,Arrow,True Blood",Smallville             
"
                    She broke the law for the boss she fell in love with. Now this naive girl has to pay the price.
            ",Iván Escobar,"Alba Flores,María Isabel Díaz Lago,Marta Aledo,See full cast & crew",Drama,"
                        53min
                    ",Serie,"12,374",8.3,"Vis a vis: El oasis,Elite,Cable Girls,Money Heist,Toy Boy,You,Prison Break,Gran Hotel,Orange Is the New Black,Sex Education,The Boat,The Pier",Vis a vis             
"
                    Chronicles the lives of a group of midwives living in East London in the late-1950s to mid-1960s.
            ",Heidi Thomas,"Vanessa Redgrave,Laura Main,Jenny Agutter,See full cast & crew",Drama,"
                        1h
                    ",Serie,"18,954",8.4,"The Paradise,Home Fires,Mr Selfridge,Downton Abbey,Victoria,Poldark,Lark Rise to Candleford,Land Girls,Grantchester,Upstairs Downstairs,The Durrells in Corfu,The Crimson Field",Call the Midwife             
"
                    Secrets and truths unfold through the lives of female friends in one suburban neighborhood, after the mysterious suicide of a neighbor.
            ",Marc Cherry,"Teri Hatcher,Felicity Huffman,Marcia Cross,See full cast & crew",Comedy,"
                        45min
                    ",Serie,"111,504",7.4,"Sex and the City,Devious Maids,Revenge,Gossip Girl,The O.C.,Pretty Little Liars,One Tree Hill,90210,Gilmore Girls,Scandal,Private Practice,Sex and the City",Desperate Housewives             
"
                    The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.
            ",Robert Zemeckis,"Winston Groom,Eric Roth",Drama,"
                        2h 22min
                    ",Movie,"1,730,338",8.8,"The Shawshank Redemption,The Godfather,Fight Club,Back to the Future,Pulp Fiction,Inception,The Dark Knight,Se7en,The Matrix,Avengers: Endgame,Saving Private Ryan,The Green Mile",Forrest Gump 
"
                    Inside the lives of staffers in the West Wing of the White House.
            ",Aaron Sorkin,"Martin Sheen,Rob Lowe,Allison Janney,See full cast & crew",Drama,"
                        44min
                    ",Serie,"59,563",8.8,"The Newsroom,Studio 60 on the Sunset Strip,Sports Night,House of Cards,Friday Night Lights,Mad Men,Arrested Development,The X-Files,Seinfeld,Star Trek: The Next Generation,Fawlty Towers,Six Feet Under",The West Wing             
"
                    A comedy series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.
            ",Phoebe Waller-Bridge,"Phoebe Waller-Bridge,Sian Clifford,Olivia Colman,See full cast & crew",Comedy,"
                        27min
                    ",Serie,"74,362",8.7,"The Marvelous Mrs. Maisel,Crashing,Big Little Lies,Killing Eve,The Boys,The Handmaid's Tale,Mindhunter,The Crown,Sharp Objects,Russian Doll,Chernobyl,Black Mirror",Fleabag             
